History
"[23, 2, 24, 3, 14, 2, 15, 1, 25, 3, 15, 1, 16, 2, 17, 3, 7]"
"[14, 2, 24, 3, 23, 2, 24, 3, 14, 2, 15, 1, 16, 2, 17, 3, 7]"
"[25, 3, 15, 1, 14, 2, 24, 3, 14, 2, 15, 1, 16, 2, 17, 3, 7]"
"[25, 3, 15, 1, 25, 3, 15, 1, 25, 3, 15, 1, 16, 2, 17, 3, 7]"
"[14, 2, 4, 1, 14, 2, 4, 1, 14, 2, 15, 1, 16, 2, 17, 3, 7]"
"[14, 2, 15, 1, 25, 3, 15, 1, 14, 2, 15, 1, 16, 2, 17, 3, 7]"
"[25, 3, 15, 1, 16, 2, 17, 3, 16, 2, 17, 3, 18, 0, 17, 3, 7]"
"[14, 2, 4, 1, 14, 2, 15, 1, 14, 2, 15, 1, 16, 2, 17, 3, 7]"
"[23, 2, 24, 3, 14, 2, 15, 1, 25, 3, 15, 1, 16, 2, 17, 3, 7]"
"[23, 2, 24, 3, 25, 3, 15, 1, 16, 2, 26, 0, 16, 2, 17, 3, 7]"
"[25, 3, 26, 0, 16, 2, 17, 3, 18, 0, 17, 3, 18, 0, 17, 3, 7]"
"[23, 2, 24, 3, 25, 3, 15, 1, 16, 2, 17, 3, 16, 2, 17, 3, 7]"
"[23, 2, 24, 3, 14, 2, 15, 1, 25, 3, 15, 1, 16, 2, 17, 3, 7]"
"[16, 2, 26, 0, 25, 3, 15, 1, 25, 3, 15, 1, 16, 2, 17, 3, 7]"
"[23, 2, 24, 3, 14, 2, 24, 3, 25, 3, 15, 1, 16, 2, 17, 3, 7]"
"[14, 2, 24, 3, 14, 2, 15, 1, 16, 2, 17, 3, 16, 2, 17, 3, 7]"
"[32, 3, 22, 2, 23, 2, 24, 3, 14, 2, 15, 1, 16, 2, 17, 3, 7]"
"[32, 3, 22, 2, 23, 2, 24, 3, 25, 3, 15, 1, 16, 2, 17, 3, 7]"
"[25, 3, 26, 0, 25, 3, 15, 1, 25, 3, 15, 1, 16, 2, 17, 3, 7]"
"[14, 2, 4, 1, 3, 2, 4, 1, 14, 2, 15, 1, 16, 2, 17, 3, 7]"
"[14, 2, 15, 1, 25, 3, 15, 1, 16, 2, 17, 3, 16, 2, 17, 3, 7]"
"[14, 2, 24, 3, 14, 2, 15, 1, 16, 2, 26, 0, 16, 2, 17, 3, 7]"
"[32, 3, 33, 0, 23, 2, 24, 3, 14, 2, 15, 1, 16, 2, 17, 3, 7]"
"[23, 2, 24, 3, 14, 2, 15, 1, 16, 2, 17, 3, 18, 0, 17, 3, 7]"
"[25, 3, 15, 1, 16, 2, 26, 0, 25, 3, 15, 1, 16, 2, 17, 3, 7]"
"[14, 2, 15, 1, 16, 2, 17, 3, 18, 0, 17, 3, 16, 2, 17, 3, 7]"
"[14, 2, 15, 1, 14, 2, 15, 1, 25, 3, 15, 1, 16, 2, 17, 3, 7]"
"[14, 2, 4, 1, 14, 2, 24, 3, 14, 2, 15, 1, 16, 2, 17, 3, 7]"
"[25, 3, 15, 1, 25, 3, 24, 3, 14, 2, 15, 1, 16, 2, 17, 3, 7]"
"[23, 2, 24, 3, 14, 2, 15, 1, 16, 2, 17, 3, 18, 0, 17, 3, 7]"
"[14, 2, 15, 1, 25, 3, 15, 1, 25, 3, 15, 1, 16, 2, 17, 3, 7]"
"[25, 3, 15, 1, 16, 2, 26, 0, 16, 2, 17, 3, 16, 2, 17, 3, 7]"
"[16, 2, 17, 3, 16, 2, 26, 0, 25, 3, 26, 0, 16, 2, 17, 3, 7]"
"[25, 3, 15, 1, 25, 3, 15, 1, 14, 2, 15, 1, 16, 2, 17, 3, 7]"
"[25, 3, 24, 3, 14, 2, 15, 1, 16, 2, 17, 3, 16, 2, 17, 3, 7]"
"[25, 3, 24, 3, 14, 2, 15, 1, 25, 3, 26, 0, 16, 2, 17, 3, 7]"
"[23, 2, 24, 3, 14, 2, 24, 3, 25, 3, 26, 0, 16, 2, 17, 3, 7]"
"[25, 3, 24, 3, 23, 2, 24, 3, 14, 2, 15, 1, 16, 2, 17, 3, 7]"
"[25, 3, 26, 0, 16, 2, 17, 3, 18, 0, 17, 3, 18, 0, 17, 3, 7]"
"[14, 2, 15, 1, 25, 3, 26, 0, 36, 3, 26, 0, 16, 2, 17, 3, 7]"
"[14, 2, 15, 1, 25, 3, 15, 1, 25, 3, 15, 1, 16, 2, 17, 3, 7]"
"[25, 3, 15, 1, 25, 3, 15, 1, 25, 3, 15, 1, 16, 2, 17, 3, 7]"
"[16, 2, 17, 3, 18, 0, 17, 3, 18, 0, 17, 3, 16, 2, 17, 3, 7]"
"[25, 3, 26, 0, 25, 3, 15, 1, 16, 2, 17, 3, 18, 0, 17, 3, 7]"
"[23, 2, 24, 3, 23, 2, 24, 3, 14, 2, 15, 1, 16, 2, 17, 3, 7]"
"[14, 2, 15, 1, 25, 3, 26, 0, 25, 3, 15, 1, 16, 2, 17, 3, 7]"
"[14, 2, 15, 1, 25, 3, 15, 1, 16, 2, 17, 3, 18, 0, 17, 3, 7]"
"[25, 3, 15, 1, 14, 2, 24, 3, 14, 2, 15, 1, 16, 2, 17, 3, 7]"
"[25, 3, 15, 1, 25, 3, 15, 1, 14, 2, 15, 1, 16, 2, 17, 3, 7]"
"[32, 3, 22, 2, 23, 2, 24, 3, 14, 2, 15, 1, 16, 2, 17, 3, 7]"
"[25, 3, 26, 0, 36, 3, 26, 0, 25, 3, 26, 0, 16, 2, 17, 3, 7]"
"[25, 3, 15, 1, 25, 3, 26, 0, 16, 2, 17, 3, 16, 2, 17, 3, 7]"
"[25, 3, 15, 1, 14, 2, 15, 1, 16, 2, 17, 3, 16, 2, 17, 3, 7]"
"[14, 2, 15, 1, 16, 2, 17, 3, 18, 0, 17, 3, 18, 0, 17, 3, 7]"
"[23, 2, 24, 3, 14, 2, 15, 1, 25, 3, 15, 1, 16, 2, 17, 3, 7]"
"[14, 2, 15, 1, 25, 3, 26, 0, 25, 3, 15, 1, 16, 2, 17, 3, 7]"
"[3, 2, 4, 1, 14, 2, 15, 1, 25, 3, 26, 0, 16, 2, 17, 3, 7]"
"[25, 3, 15, 1, 25, 3, 15, 1, 16, 2, 26, 0, 16, 2, 17, 3, 7]"
"[14, 2, 4, 1, 14, 2, 15, 1, 16, 2, 17, 3, 18, 0, 17, 3, 7]"
"[14, 2, 15, 1, 25, 3, 26, 0, 36, 3, 26, 0, 16, 2, 17, 3, 7]"
"[25, 3, 15, 1, 25, 3, 15, 1, 25, 3, 15, 1, 16, 2, 17, 3, 7]"
"[14, 2, 15, 1, 25, 3, 15, 1, 16, 2, 17, 3, 18, 0, 17, 3, 7]"
"[14, 2, 15, 1, 25, 3, 15, 1, 16, 2, 17, 3, 18, 0, 17, 3, 7]"
"[25, 3, 15, 1, 25, 3, 24, 3, 14, 2, 15, 1, 16, 2, 17, 3, 7]"
"[14, 2, 4, 1, 14, 2, 15, 1, 16, 2, 17, 3, 18, 0, 17, 3, 7]"
"[23, 2, 24, 3, 25, 3, 15, 1, 16, 2, 26, 0, 16, 2, 17, 3, 7]"
"[25, 3, 15, 1, 14, 2, 15, 1, 16, 2, 17, 3, 18, 0, 17, 3, 7]"
"[25, 3, 26, 0, 25, 3, 15, 1, 16, 2, 26, 0, 16, 2, 17, 3, 7]"
"[23, 2, 24, 3, 14, 2, 24, 3, 14, 2, 15, 1, 16, 2, 17, 3, 7]"
"[23, 2, 24, 3, 14, 2, 15, 1, 25, 3, 15, 1, 16, 2, 17, 3, 7]"
"[23, 2, 24, 3, 23, 2, 24, 3, 25, 3, 15, 1, 16, 2, 17, 3, 7]"
"[14, 2, 4, 1, 14, 2, 15, 1, 16, 2, 17, 3, 18, 0, 17, 3, 7]"
"[25, 3, 15, 1, 25, 3, 15, 1, 14, 2, 15, 1, 16, 2, 17, 3, 7]"
"[25, 3, 24, 3, 14, 2, 24, 3, 14, 2, 15, 1, 16, 2, 17, 3, 7]"
"[14, 2, 15, 1, 25, 3, 15, 1, 25, 3, 15, 1, 16, 2, 17, 3, 7]"
"[16, 2, 17, 3, 18, 0, 17, 3, 18, 0, 17, 3, 18, 0, 17, 3, 7]"
"[25, 3, 26, 0, 36, 3, 26, 0, 36, 3, 26, 0, 16, 2, 17, 3, 7]"
"[32, 3, 22, 2, 23, 2, 24, 3, 14, 2, 15, 1, 16, 2, 17, 3, 7]"
"[14, 2, 15, 1, 14, 2, 15, 1, 25, 3, 15, 1, 16, 2, 17, 3, 7]"
"[32, 3, 22, 2, 23, 2, 24, 3, 25, 3, 26, 0, 16, 2, 17, 3, 7]"
"[25, 3, 15, 1, 16, 2, 17, 3, 16, 2, 17, 3, 16, 2, 17, 3, 7]"
"[23, 2, 24, 3, 14, 2, 24, 3, 14, 2, 15, 1, 16, 2, 17, 3, 7]"
"[14, 2, 24, 3, 14, 2, 4, 1, 14, 2, 15, 1, 16, 2, 17, 3, 7]"
"[14, 2, 24, 3, 14, 2, 4, 1, 14, 2, 15, 1, 16, 2, 17, 3, 7]"
"[39, 3, 29, 2, 29, 2, 39, 3, 29, 2, 19, 0, 18, 0, 17, 3, 7]"
"[25, 3, 15, 1, 25, 3, 26, 0, 16, 2, 17, 3, 16, 2, 17, 3, 7]"
"[25, 3, 26, 0, 16, 2, 26, 0, 25, 3, 26, 0, 16, 2, 17, 3, 7]"
"[23, 2, 24, 3, 14, 2, 15, 1, 25, 3, 15, 1, 16, 2, 17, 3, 7]"
"[25, 3, 15, 1, 25, 3, 26, 0, 25, 3, 15, 1, 16, 2, 17, 3, 7]"
"[32, 3, 22, 2, 23, 2, 24, 3, 14, 2, 15, 1, 16, 2, 17, 3, 7]"
"[25, 3, 15, 1, 25, 3, 26, 0, 25, 3, 26, 0, 16, 2, 17, 3, 7]"
"[14, 2, 15, 1, 25, 3, 24, 3, 25, 3, 15, 1, 16, 2, 17, 3, 7]"
"[36, 3, 26, 0, 25, 3, 24, 3, 14, 2, 15, 1, 16, 2, 17, 3, 7]"
"[23, 2, 24, 3, 14, 2, 15, 1, 25, 3, 26, 0, 16, 2, 17, 3, 7]"
"[32, 3, 33, 0, 23, 2, 24, 3, 14, 2, 15, 1, 16, 2, 17, 3, 7]"
"[16, 2, 17, 3, 16, 2, 26, 0, 25, 3, 15, 1, 16, 2, 17, 3, 7]"
"[14, 2, 15, 1, 16, 2, 17, 3, 16, 2, 26, 0, 16, 2, 17, 3, 7]"
"[25, 3, 26, 0, 25, 3, 15, 1, 16, 2, 17, 3, 18, 0, 17, 3, 7]"
"[25, 3, 15, 1, 14, 2, 24, 3, 25, 3, 15, 1, 16, 2, 17, 3, 7]"
"[14, 2, 24, 3, 14, 2, 15, 1, 25, 3, 26, 0, 16, 2, 17, 3, 7]"
"[23, 2, 24, 3, 23, 2, 24, 3, 14, 2, 15, 1, 16, 2, 17, 3, 7]"
"[14, 2, 15, 1, 25, 3, 26, 0, 25, 3, 15, 1, 16, 2, 17, 3, 7]"
"[14, 2, 15, 1, 25, 3, 24, 3, 14, 2, 15, 1, 16, 2, 17, 3, 7]"
"[25, 3, 15, 1, 25, 3, 24, 3, 25, 3, 15, 1, 16, 2, 17, 3, 7]"
"[32, 3, 33, 0, 23, 2, 24, 3, 14, 2, 15, 1, 16, 2, 17, 3, 7]"
"[25, 3, 15, 1, 25, 3, 26, 0, 25, 3, 15, 1, 16, 2, 17, 3, 7]"
"[23, 2, 24, 3, 25, 3, 15, 1, 16, 2, 17, 3, 16, 2, 17, 3, 7]"
"[14, 2, 15, 1, 25, 3, 15, 1, 14, 2, 15, 1, 16, 2, 17, 3, 7]"
"[25, 3, 15, 1, 25, 3, 15, 1, 14, 2, 15, 1, 16, 2, 17, 3, 7]"
"[38, 2, 39, 3, 39, 3, 29, 2, 29, 2, 19, 0, 18, 0, 17, 3, 7]"
"[14, 2, 24, 3, 14, 2, 15, 1, 25, 3, 15, 1, 16, 2, 17, 3, 7]"
"[29, 2, 29, 2, 39, 3, 29, 2, 29, 2, 19, 0, 18, 0, 17, 3, 7]"
"[25, 3, 26, 0, 25, 3, 26, 0, 25, 3, 15, 1, 16, 2, 17, 3, 7]"
"[32, 3, 22, 2, 23, 2, 24, 3, 14, 2, 15, 1, 16, 2, 17, 3, 7]"
"[25, 3, 15, 1, 14, 2, 15, 1, 16, 2, 17, 3, 16, 2, 17, 3, 7]"
"[14, 2, 24, 3, 23, 2, 24, 3, 14, 2, 15, 1, 16, 2, 17, 3, 7]"
"[25, 3, 15, 1, 25, 3, 15, 1, 25, 3, 15, 1, 16, 2, 17, 3, 7]"
"[32, 3, 22, 2, 23, 2, 24, 3, 14, 2, 15, 1, 16, 2, 17, 3, 7]"
"[25, 3, 15, 1, 25, 3, 26, 0, 16, 2, 17, 3, 18, 0, 17, 3, 7]"
"[25, 3, 15, 1, 14, 2, 15, 1, 16, 2, 26, 0, 16, 2, 17, 3, 7]"
"[14, 2, 24, 3, 14, 2, 15, 1, 16, 2, 17, 3, 18, 0, 17, 3, 7]"
"[14, 2, 15, 1, 25, 3, 26, 0, 36, 3, 26, 0, 16, 2, 17, 3, 7]"
"[25, 3, 24, 3, 23, 2, 24, 3, 14, 2, 15, 1, 16, 2, 17, 3, 7]"
"[25, 3, 15, 1, 16, 2, 17, 3, 16, 2, 26, 0, 16, 2, 17, 3, 7]"
"[23, 2, 24, 3, 23, 2, 24, 3, 14, 2, 15, 1, 16, 2, 17, 3, 7]"
"[23, 2, 24, 3, 14, 2, 15, 1, 16, 2, 17, 3, 16, 2, 17, 3, 7]"
"[25, 3, 15, 1, 16, 2, 26, 0, 25, 3, 15, 1, 16, 2, 17, 3, 7]"
"[14, 2, 15, 1, 14, 2, 15, 1, 25, 3, 15, 1, 16, 2, 17, 3, 7]"
