time/time_elapsed,rollout/ep_rew_mean,time/episodes,time/fps,rollout/ep_len_mean,time/total_timesteps,rollout/exploration_rate,train/n_updates,train/learning_rate,train/loss
2,-0.9810800000000001,1220,3276,5.41,6576,0.9687640000000004,,,
2,-0.9810800000000001,1224,3277,5.45,6601,0.9686452499999997,,,
2,-0.9810800000000001,1228,3278,5.54,6623,0.9685407499999998,,,
2,-0.9810800000000001,1232,3278,5.42,6653,0.9683982499999999,,,
2,-0.9810800000000001,1236,3278,5.33,6668,0.9683270000000005,,,
2,-0.9810800000000001,1240,3279,5.29,6695,0.9681987500000004,,,
2,-0.9810800000000001,1244,3280,5.4,6726,0.9680515,,,
2,-0.9810800000000001,1248,3281,5.58,6754,0.9679185000000003,,,
2,-1.0,1252,3281,5.53,6769,0.9678472499999999,,,
2,-1.0,1256,3281,5.42,6788,0.967757,,,
2,-1.0,1260,3280,5.42,6800,0.9677000000000004,,,
2,-1.0,1264,3280,5.25,6816,0.9676240000000004,,,
2,-1.0,1268,3281,5.37,6838,0.9675195000000005,,,
2,-1.0,1272,3280,5.41,6850,0.9674624999999999,,,
2,-1.0,1276,3281,5.29,6874,0.9673484999999997,,,
2,-1.0,1280,3281,5.27,6889,0.9672772500000004,,,
2,-1.0,1284,3280,5.06,6899,0.9672297500000001,,,
2,-1.0,1288,3280,5.17,6923,0.9671157499999999,,,
2,-1.0,1292,3280,5.1,6943,0.9670207500000004,,,
2,-1.0,1296,3280,5.17,6957,0.9669542499999996,,,
2,-1.0,1300,3280,5.22,6975,0.9668687500000003,,,
2,-1.0,1304,3282,5.56,7019,0.9666597499999995,,,
2,-1.0,1308,3281,5.46,7037,0.9665742500000002,,,
2,-1.0,1312,3281,5.41,7056,0.9664840000000002,,,
2,-1.0,1316,3281,5.25,7077,0.96638425,,,
2,-1.0,1320,3282,5.31,7107,0.9662417500000001,,,
2,-1.0,1324,3282,5.24,7125,0.9661562499999998,,,
2,-1.0,1328,3283,5.33,7156,0.9660090000000003,,,
2,-1.0,1332,3285,5.43,7196,0.9658190000000001,,,
2,-1.0,1336,3285,5.47,7215,0.9657287500000001,,,
2,-1.0,1340,3287,5.75,7270,0.9654674999999995,,,
2,-1.0,1344,3288,5.73,7299,0.9653297500000003,,,
2,-1.0,1348,3288,5.7,7324,0.9652109999999995,,,
2,-1.0,1352,3288,5.74,7343,0.9651207499999995,,,
2,-1.0,1356,3287,5.7,7358,0.9650495000000001,,,
2,-1.0,1360,3283,5.85,7385,0.9649212500000002,,,
2,-1.0,1364,3285,6.07,7423,0.9647407500000003,,,
2,-1.0,1368,3285,6.07,7445,0.9646362500000004,,,
2,-1.0,1372,3284,6.14,7464,0.9645460000000005,,,
2,-1.0,1376,3284,6.25,7499,0.9643797500000004,,,
2,-1.0,1380,3284,6.35,7524,0.9642609999999996,,,
2,-1.0,1384,3283,6.5,7549,0.9641422499999999,,,
2,-1.0,1388,3284,6.7,7593,0.9639332500000002,,,
2,-1.0,1392,3284,6.78,7621,0.9638002499999996,,,
2,-1.0,1396,3283,6.81,7638,0.9637194999999998,,,
2,-1.0,1400,3283,6.85,7660,0.963615,,,
2,-1.0,1404,3283,6.64,7683,0.9635057499999995,,,
2,-1.0,1408,3283,6.69,7706,0.9633965000000001,,,
2,-1.0,1412,3284,6.78,7734,0.9632635000000005,,,
2,-1.0,1416,3283,6.75,7752,0.9631780000000001,,,
2,-1.0,1420,3282,6.65,7772,0.9630830000000006,,,
2,-1.0,1424,3282,6.63,7788,0.9630070000000004,,,
2,-1.0,1428,3282,6.54,7810,0.9629024999999996,,,
2,-1.0,1432,3281,6.48,7844,0.9627410000000002,,,
2,-1.0,1436,3281,6.5,7865,0.96264125,,,
