History,delta = 0.7,,time (delta = 0.7),action sparsity (delta = 0.7),mean predicate sparsity (delta = 0.7),delta = 0.8,,time (delta = 0.8),action sparsity (delta = 0.8),mean predicate sparsity (delta = 0.8),delta = 1.0,,time (delta = 1.0),action sparsity (delta = 1.0),mean predicate sparsity (delta = 1.0)
"[(39, 47, 46, 11, 10), 1, (38, 39, 46, 10, 10), 3, (30, 38, 29, 9, 10), 2, (22, 30, 29, 8, 10), 2, (30, 22, 46, 9, 10), 2, (31, 30, 46, 10, 10), 1, (39, 31, 46, 11, 10), 2, (39, 39, 46, 11, 10), 2, (47, 39, 46, 12, 10), 2, (47, 47, 46, 12, 10), 2, (55, 47, 46, 13, 10), 2, (55, 55, 46, 13, 10), 2, (63, 55, 46, 14, 10)]","[-0.006, 0.14253, 0.07013, 0.06853, 0.07013, 0.04213, 0.06373, 0.05453, 0.05453, 0.03573, 0.03573, 0.08693, 0.08693, 0.01227, 0.01227, 0.11413, 0.11413]","[(38, None, None, None, None), (31, None, None, None, None), (None, None, 46, 12, None), (None, None, None, 13, None), 'win']",0.9691386939994118,0.6363636363636364,0.9375,"[-0.006, 0.14253, 0.07013, 0.06853, 0.07013, 0.04213, 0.06373, 0.05453, 0.05453, 0.03573, 0.03573, 0.08693, 0.08693, 0.01227, 0.01227, 0.11413, 0.11413]","[(38, None, None, None, None), (31, None, None, None, None), (None, None, 46, 12, None), (None, None, None, 13, None), 'win']",0.9742873169998347,0.6363636363636364,0.9375,"[-0.006, 0.07127, 0.03507, 0.03427, 0.03507, 0.04213, 0.06373, 0.05453, 0.05453, 0.03573, 0.03573, 0.08693, 0.08693, 0.01227, 0.01227, 0.11413, 0.11413]","[(38, None, None, None, None), (31, None, 46, None, None), (None, None, 46, 12, None), (None, None, None, 13, None), 'win']",0.9275741479978024,0.6363636363636364,0.875
"[(39, 39, 46, 11, 10), 2, (39, 39, 46, 11, 10), 2, (39, 39, 46, 11, 10), 2, (47, 39, 54, 12, 10), 2, (47, 47, 54, 12, 10), 2, (47, 47, 46, 12, 10), 2, (39, 47, 29, 11, 10), 1, (47, 39, 46, 12, 10), 2, (39, 47, 46, 11, 10), 1, (47, 39, 46, 12, 10), 2, (47, 47, 46, 12, 10), 2, (55, 47, 46, 13, 10), 2, (63, 55, 54, 14, 10)]","[0.07093, 0.07093, 0.07093, 0.11787, 0.03893, 0.03893, 0.03227, 0.03893, 0.08693, 0.10187, 0.08693, 0.08693, 0.04, 0.01227, 0.01227, 0.11413]","[(None, 47, None, 12, None), (39, 47, None, None, None), (None, None, None, 13, None), 'win']",0.6076537629996892,0.7272727272727273,0.8333333333333334,"[0.07093, 0.07093, 0.07093, 0.11787, 0.03893, 0.03893, 0.03227, 0.03893, 0.08693, 0.10187, 0.08693, 0.08693, 0.04, 0.01227, 0.01227, 0.11413]","[(None, 47, None, 12, None), (39, 47, None, None, None), (None, None, None, 13, None), 'win']",0.6014943420013878,0.7272727272727273,0.8333333333333334,"[0.07093, 0.07093, 0.07093, 0.11787, 0.03893, 0.03893, 0.03227, 0.03893, 0.08693, 0.10187, 0.08693, 0.08693, 0.04, 0.01227, 0.01227, 0.11413]","[(None, 47, None, 12, None), (39, 47, None, None, None), (None, None, None, 13, None), 'win']",0.6130835930016474,0.7272727272727273,0.8333333333333334
"[(45, 37, 52, 10, 10), 0, (44, 45, 52, 9, 10), 2, (45, 44, 52, 10, 10), 0, (44, 45, 52, 9, 10), 2, (45, 44, 46, 10, 10), 0, (44, 45, 52, 9, 10), 2, (45, 44, 52, 10, 10), 0, (44, 45, 42, 9, 10), 2, (45, 44, 52, 10, 10), 0, (53, 45, 52, 11, 10), 1, (61, 53, 59, 12, 10), 2, (62, 61, 54, 13, 10), 2, (63, 62, 46, 14, 10)]","[-0.33333, 0.15733, -0.33333, 0.15733, -0.33333, 0.15733, -0.33333, 0.0112, -0.0048, 0.0064, -0.0248, -0.0064, 0.1344, 0.20587, 0.3424]","[(None, 45, None, None, None), (None, 45, None, None, None), (None, 61, 54, 13, None), 'win']",0.3780224289985199,0.7272727272727273,0.8333333333333334,"[0.0, 0.12587, 0.0, 0.15733, -0.33333, 0.15733, -0.33333, 0.0112, -0.0048, 0.0064, -0.0248, -0.0064, 0.1344, 0.20587, 0.3424]","[(None, 45, None, 9, None), (None, 45, None, None, None), (None, 61, 54, 13, None), 'win']",0.3890374779984995,0.7272727272727273,0.75,"[0.0, 0.12587, 0.0, 0.12587, 0.0, 0.12587, 0.0, 0.0112, -0.0048, 0.0064, -0.0248, -0.0064, 0.1344, 0.20587, 0.3424]","[(None, 45, None, 9, None), (None, 45, None, 9, None), (None, 61, 54, 13, None), 'win']",0.39205022099849884,0.7272727272727273,0.6666666666666666
"[(31, 23, 46, 10, 10), 1, (39, 31, 29, 11, 10), 2, (31, 39, 29, 10, 10), 1, (30, 31, 29, 9, 10), 2, (31, 30, 46, 10, 10), 1, (39, 31, 29, 11, 10), 2, (39, 39, 46, 11, 10), 2, (47, 39, 46, 12, 10), 2, (47, 47, 54, 12, 10), 2, (55, 47, 46, 13, 10), 2, (55, 55, 54, 13, 10), 2, (55, 55, 46, 13, 10), 2, (63, 55, 54, 14, 10)]","[-0.09467, -0.0212, -0.09467, 0.07013, 0.04213, 0.06373, 0.05453, 0.05453, 0.03573, 0.03573, 0.08693, 0.08693, 0.01227, 0.11413, 0.11413, 0.11413]","[(31, None, None, None, None), (None, None, 46, 12, None), (None, None, None, 13, None), 'win']",0.8223477890023787,0.7272727272727273,0.9166666666666666,"[-0.09467, -0.0212, -0.09467, 0.07013, 0.04213, 0.06373, 0.05453, 0.05453, 0.03573, 0.03573, 0.08693, 0.08693, 0.01227, 0.11413, 0.11413, 0.11413]","[(31, None, None, None, None), (None, None, 46, 12, None), (None, None, None, 13, None), 'win']",0.8000028069982363,0.7272727272727273,0.9166666666666666,"[-0.04733, -0.0106, -0.04733, 0.03507, 0.04213, 0.06373, 0.05453, 0.05453, 0.03573, 0.03573, 0.08693, 0.08693, 0.01227, 0.11413, 0.11413, 0.11413]","[(31, None, 46, None, None), (None, None, 46, 12, None), (None, None, None, 13, None), 'win']",0.7528069340005459,0.7272727272727273,0.8333333333333334
"[(14, 6, 29, 7, 10), 2, (15, 14, 19, 8, 10), 1, (23, 15, 19, 9, 10), 1, (31, 23, 46, 10, 10), 1, (31, 31, 29, 10, 10), 1, (31, 31, 46, 10, 10), 1, (39, 31, 29, 11, 10), 2, (39, 39, 29, 11, 10), 1, (47, 39, 46, 12, 10), 2, (47, 47, 46, 12, 10), 2, (55, 47, 46, 13, 10), 2, (55, 55, 54, 13, 10), 2, (63, 55, 46, 14, 10)]","[-0.00853, -0.05653, -0.03733, -0.068, -0.068, -0.068, -0.00747, -0.00747, -0.00747, 0.01507, 0.03573, 0.10187, 0.08693, 0.08693, 0.01227, 0.01227, 0.11413, 0.11413]","[(None, None, None, 9, None), (None, 31, None, None, None), (None, 39, 29, 11, None), (None, None, None, 13, None), 'win']",1.0132764740010316,0.6363636363636364,0.875,"[-0.00853, -0.05653, -0.03733, -0.068, -0.068, -0.068, -0.00747, -0.00747, -0.00747, 0.01507, 0.03573, 0.10187, 0.08693, 0.08693, 0.01227, 0.01227, 0.11413, 0.11413]","[(None, None, None, 9, None), (None, 31, None, None, None), (None, 39, 29, 11, None), (None, None, None, 13, None), 'win']",1.0180134149995865,0.6363636363636364,0.875,"[-0.00853, -0.05653, -0.03733, -0.068, -0.068, -0.068, -0.00747, -0.00747, -0.00747, 0.01507, 0.03573, 0.10187, 0.08693, 0.08693, 0.01227, 0.01227, 0.11413, 0.11413]","[(None, None, None, 9, None), (None, 31, None, None, None), (None, 39, 29, 11, None), (None, None, None, 13, None), 'win']",0.9971903539990308,0.6363636363636364,0.875
"[(55, 47, 54, 13, 10), 2, (55, 55, 46, 13, 10), 2, (55, 55, 46, 13, 10), 2, (55, 55, 46, 13, 10), 2, (55, 55, 46, 13, 10), 2, (55, 55, 46, 13, 10), 2, (55, 55, 54, 13, 10), 2, (55, 55, 54, 13, 10), 2, (47, 55, 54, 12, 10), 1, (55, 47, 46, 13, 10), 2, (55, 55, 46, 13, 10), 2, (55, 55, 54, 13, 10), 2, (63, 55, 46, 14, 10)]","[0.1104, 0.1104, 0.1104, 0.1104, 0.0184, 0.0184, 0.0184, 0.0184, 0.17653, 0.11413, 0.11413, 0.11413]","[(None, 55, None, 13, None), (47, 55, 54, None, None), 'win']",0.18623166199904517,0.8181818181818181,0.625,"[0.1104, 0.1104, 0.1104, 0.1104, 0.0184, 0.0184, 0.0184, 0.0184, 0.17653, 0.11413, 0.11413, 0.11413]","[(None, 55, None, 13, None), (47, 55, 54, None, None), 'win']",0.18926939199809567,0.8181818181818181,0.625,"[0.1104, 0.1104, 0.1104, 0.1104, 0.0184, 0.0184, 0.0184, 0.0184, 0.17653, 0.11413, 0.11413, 0.11413]","[(None, 55, None, 13, None), (47, 55, 54, None, None), 'win']",0.19344531999740866,0.8181818181818181,0.625
"[(21, 13, 29, 7, 10), 3, (22, 21, 29, 8, 10), 2, (23, 22, 29, 9, 10), 1, (31, 23, 46, 10, 10), 1, (39, 31, 29, 11, 10), 2, (31, 39, 46, 10, 10), 1, (39, 31, 46, 11, 10), 2, (39, 39, 29, 11, 10), 1, (47, 39, 46, 12, 10), 2, (47, 47, 54, 12, 10), 2, (47, 47, 46, 12, 10), 2, (55, 47, 46, 13, 10), 2, (63, 55, 54, 14, 10)]","[-0.032, 0.096, -0.03733, -0.068, -0.00747, 0.01507, -0.00747, 0.01507, 0.10187, 0.08693, 0.08693, 0.08693, 0.01227, 0.01227, 0.01227, 0.11413]","[(None, 31, None, None, None), (None, 39, 29, 11, None), (None, None, None, 13, None), 'win']",0.695551451000938,0.7272727272727273,0.8333333333333334,"[-0.032, 0.096, -0.03733, -0.068, -0.00747, 0.01507, -0.00747, 0.01507, 0.10187, 0.08693, 0.08693, 0.08693, 0.01227, 0.01227, 0.01227, 0.11413]","[(None, 31, None, None, None), (None, 39, 29, 11, None), (None, None, None, 13, None), 'win']",0.7481045640015509,0.7272727272727273,0.8333333333333334,"[-0.032, 0.096, -0.03733, -0.068, -0.00747, 0.01507, -0.00747, 0.01507, 0.10187, 0.08693, 0.08693, 0.08693, 0.01227, 0.01227, 0.01227, 0.11413]","[(None, 31, None, None, None), (None, 39, 29, 11, None), (None, None, None, 13, None), 'win']",0.709592317998613,0.7272727272727273,0.8333333333333334
"[(39, 38, 29, 11, 10), 2, (39, 39, 46, 11, 10), 2, (39, 39, 29, 11, 10), 1, (39, 39, 46, 11, 10), 2, (31, 39, 29, 10, 10), 1, (31, 31, 46, 10, 10), 1, (39, 31, 46, 11, 10), 2, (39, 39, 29, 11, 10), 1, (47, 39, 54, 12, 10), 2, (47, 47, 46, 12, 10), 2, (47, 47, 54, 12, 10), 2, (55, 47, 54, 13, 10), 2, (63, 55, 54, 14, 10)]","[0.04, 0.04, -0.056, 0.01507, -0.00747, -0.00747, 0.01507, 0.10187, 0.08693, 0.08693, 0.08693, 0.01227, 0.01227, 0.01227, 0.11413]","[(None, 39, 46, None, None), (None, 39, 29, 11, None), (None, None, None, 13, None), 'win']",0.6136734900028387,0.7272727272727273,0.75,"[0.01507, 0.01507, -0.03187, 0.01507, -0.00747, -0.00747, 0.01507, 0.10187, 0.08693, 0.08693, 0.08693, 0.01227, 0.01227, 0.01227, 0.11413]","[(None, 39, 46, 11, None), (None, 39, 29, 11, None), (None, None, None, 13, None), 'win']",0.6047087970000575,0.7272727272727273,0.6666666666666666,"[0.01507, 0.01507, -0.03187, 0.01507, -0.00747, -0.00747, 0.01507, 0.10187, 0.08693, 0.08693, 0.08693, 0.01227, 0.01227, 0.01227, 0.11413]","[(None, 39, 46, 11, None), (None, 39, 29, 11, None), (None, None, None, 13, None), 'win']",0.6166955980006605,0.7272727272727273,0.6666666666666666
"[(47, 39, 46, 12, 10), 2, (47, 47, 54, 12, 10), 2, (47, 47, 46, 12, 10), 2, (47, 47, 46, 12, 10), 2, (55, 47, 46, 13, 10), 2, (47, 55, 54, 12, 10), 1, (55, 47, 54, 13, 10), 2, (55, 55, 46, 13, 10), 2, (55, 55, 46, 13, 10), 2, (55, 55, 46, 13, 10), 2, (55, 55, 54, 13, 10), 2, (55, 55, 46, 13, 10), 2, (63, 55, 46, 14, 10)]","[0.08693, 0.08693, 0.08693, 0.08693, 0.13413, 0.08267, 0.13413, 0.13413, 0.11413, 0.11413, 0.11413, 0.11413]","[(None, None, None, 13, None), (None, None, None, 13, None), 'win']",0.4005533090021345,0.8181818181818181,1.0,"[0.08693, 0.08693, 0.08693, 0.08693, 0.13413, 0.08267, 0.13413, 0.13413, 0.11413, 0.11413, 0.11413, 0.11413]","[(None, None, None, 13, None), (None, None, None, 13, None), 'win']",0.3911829829994531,0.8181818181818181,1.0,"[0.04347, 0.04347, 0.04347, 0.04347, 0.13413, 0.08267, 0.13413, 0.13413, 0.11413, 0.11413, 0.11413, 0.11413]","[(None, None, 46, 13, None), (None, None, None, 13, None), 'win']",0.3858878430000914,0.8181818181818181,0.875
"[(39, 31, 29, 11, 10), 2, (31, 39, 46, 10, 10), 1, (30, 31, 29, 9, 10), 2, (31, 30, 46, 10, 10), 1, (39, 31, 29, 11, 10), 2, (39, 39, 29, 11, 10), 1, (47, 39, 46, 12, 10), 2, (55, 47, 54, 13, 10), 2, (55, 55, 54, 13, 10), 2, (47, 55, 46, 12, 10), 2, (47, 47, 46, 12, 10), 2, (55, 47, 54, 13, 10), 2, (63, 55, 54, 14, 10)]","[-0.13227, -0.016, -0.00747, 0.05493, -0.00747, 0.01507, 0.0432, 0.03573, 0.10187, 0.08693, 0.03573, 0.10187, 0.08693, 0.13413, 0.11413, 0.01227, 0.01227, 0.11413]","[(None, None, None, 9, None), (None, 39, 29, 11, None), (None, None, None, 13, None), (None, None, None, 13, None), 'win']",1.00680008800191,0.6363636363636364,0.875,"[-0.0212, -0.09467, 0.07013, 0.04213, 0.06373, 0.05453, 0.04707, 0.032, 0.02293, 0.03787, 0.04213, 0.03573, 0.10187, 0.08693, 0.13413, 0.11413, 0.01227, 0.01227, 0.11413]","[(31, None, None, None, None), (None, None, 46, 12, None), (None, 47, None, 13, None), (None, None, None, 13, None), 'win']",0.9433610990017769,0.6363636363636364,0.875,"[-0.0106, -0.04733, 0.03507, 0.04213, 0.06373, 0.05453, 0.04707, 0.032, 0.02293, 0.03787, 0.04213, 0.03573, 0.10187, 0.08693, 0.13413, 0.11413, 0.01227, 0.01227, 0.11413]","[(31, None, 46, None, None), (None, None, 46, 12, None), (None, 47, None, 13, None), (None, None, None, 13, None), 'win']",0.8811244589996932,0.6363636363636364,0.8125
"[(39, 39, 46, 11, 10), 2, (39, 39, 29, 11, 10), 1, (47, 39, 46, 12, 10), 2, (55, 47, 54, 13, 10), 2, (55, 55, 46, 13, 10), 2, (55, 55, 46, 13, 10), 2, (47, 55, 46, 12, 10), 2, (39, 47, 29, 11, 10), 1, (39, 39, 46, 11, 10), 2, (39, 39, 29, 11, 10), 1, (47, 39, 46, 12, 10), 2, (55, 47, 46, 13, 10), 2, (63, 55, 46, 14, 10)]","[0.05453, 0.04707, 0.08253, 0.03467, 0.03467, 0.03467, 0.00427, 0.00427, 0.00427, 0.01947, 0.10187, 0.03573, 0.10187, 0.08693, 0.0016, 0.04, 0.01227, 0.11413]","[(None, None, 46, 12, None), (None, None, 46, 12, None), (None, 47, 29, None, None), (None, None, None, 13, None), 'win']",0.806647174002137,0.6363636363636364,0.8125,"[0.05453, 0.04707, 0.08253, 0.03467, 0.03467, 0.03467, 0.00427, 0.00427, 0.00427, 0.01947, 0.10187, 0.03573, 0.10187, 0.08693, 0.0016, 0.04, 0.01227, 0.11413]","[(None, None, 46, 12, None), (None, None, 46, 12, None), (None, 47, 29, None, None), (None, None, None, 13, None), 'win']",0.7809004040027503,0.6363636363636364,0.8125,"[0.05453, 0.04707, 0.08253, 0.03467, 0.03467, 0.03467, 0.00427, 0.00427, 0.00427, 0.01947, 0.10187, 0.03573, 0.10187, 0.08693, 0.0016, 0.04, 0.01227, 0.11413]","[(None, None, 46, 12, None), (None, None, 46, 12, None), (None, 47, 29, None, None), (None, None, None, 13, None), 'win']",0.7963964109985682,0.6363636363636364,0.8125
"[(47, 47, 54, 12, 10), 2, (55, 47, 46, 13, 10), 2, (47, 55, 46, 12, 10), 2, (47, 47, 54, 12, 10), 2, (47, 47, 46, 12, 10), 2, (39, 47, 46, 11, 10), 1, (39, 39, 46, 11, 10), 2, (39, 39, 46, 11, 10), 2, (39, 39, 29, 11, 10), 1, (47, 39, 54, 12, 10), 2, (47, 47, 46, 12, 10), 2, (55, 47, 46, 13, 10), 2, (63, 55, 54, 14, 10)]","[-0.16747, 0.17067, 0.02867, 0.02867, 0.02867, -0.056, 0.0068, -0.03187, 0.01507, 0.01507, 0.03573, 0.10187, 0.08693, 0.08693, 0.04, 0.01227, 0.01227, 0.11413]","[(None, None, 46, None, None), (None, 39, 46, None, None), (None, 39, 29, 11, None), (None, None, None, 13, None), 'win']",0.8663943540013861,0.6363636363636364,0.8125,"[-0.16747, 0.17067, 0.0068, 0.0068, 0.0068, -0.03187, 0.0068, -0.03187, 0.01507, 0.01507, 0.03573, 0.10187, 0.08693, 0.08693, 0.04, 0.01227, 0.01227, 0.11413]","[(None, None, 46, None, None), (None, 39, 46, 11, None), (None, 39, 29, 11, None), (None, None, None, 13, None), 'win']",0.8355821149998519,0.6363636363636364,0.75,"[-0.16747, 0.17067, 0.0068, 0.0068, 0.0068, -0.03187, 0.0068, -0.03187, 0.01507, 0.01507, 0.03573, 0.10187, 0.08693, 0.08693, 0.04, 0.01227, 0.01227, 0.11413]","[(None, None, 46, None, None), (None, 39, 46, 11, None), (None, 39, 29, 11, None), (None, None, None, 13, None), 'win']",0.8155271519972302,0.6363636363636364,0.75
"[(31, 23, 46, 10, 10), 1, (39, 31, 29, 11, 10), 2, (47, 39, 54, 12, 10), 2, (55, 47, 54, 13, 10), 2, (55, 55, 54, 13, 10), 2, (55, 55, 54, 13, 10), 2, (55, 55, 46, 13, 10), 2, (55, 55, 54, 13, 10), 2, (55, 55, 46, 13, 10), 2, (55, 55, 46, 13, 10), 2, (55, 55, 54, 13, 10), 2, (55, 55, 54, 13, 10), 2, (63, 55, 46, 14, 10)]","[0.0432, 0.03573, 0.08693, 0.13413, 0.13413, 0.13413, 0.13413, 0.13413, 0.11413, 0.11413, 0.11413, 0.11413]","[(None, None, None, 13, None), (None, None, None, 13, None), 'win']",0.40591605200097547,0.8181818181818181,1.0,"[0.0112, 0.0128, 0.0448, 0.1104, 0.13413, 0.13413, 0.13413, 0.13413, 0.11413, 0.11413, 0.11413, 0.11413]","[(None, 55, None, 13, None), (None, None, None, 13, None), 'win']",0.3246643150014279,0.8181818181818181,0.875,"[0.0112, 0.0128, 0.0448, 0.1104, 0.13413, 0.13413, 0.13413, 0.13413, 0.11413, 0.11413, 0.11413, 0.11413]","[(None, 55, None, 13, None), (None, None, None, 13, None), 'win']",0.3242145510012051,0.8181818181818181,0.875
"[(47, 39, 46, 12, 10), 2, (47, 47, 46, 12, 10), 2, (47, 47, 46, 12, 10), 2, (47, 47, 54, 12, 10), 2, (47, 47, 54, 12, 10), 2, (47, 47, 46, 12, 10), 2, (39, 47, 29, 11, 10), 1, (47, 39, 46, 12, 10), 2, (47, 47, 54, 12, 10), 2, (47, 47, 46, 12, 10), 2, (47, 47, 46, 12, 10), 2, (55, 47, 46, 13, 10), 2, (63, 55, 46, 14, 10)]","[0.11787, 0.11787, 0.11787, 0.08253, 0.08253, 0.08253, 0.04707, 0.08693, 0.08693, 0.08693, 0.08693, 0.01227, 0.01227, 0.01227, 0.11413]","[(None, 47, None, 12, None), (None, None, 46, 12, None), (None, None, None, 13, None), 'win']",0.6028214839971042,0.7272727272727273,0.8333333333333334,"[0.11787, 0.11787, 0.11787, 0.08253, 0.08253, 0.08253, 0.04707, 0.08693, 0.08693, 0.08693, 0.08693, 0.01227, 0.01227, 0.01227, 0.11413]","[(None, 47, None, 12, None), (None, None, 46, 12, None), (None, None, None, 13, None), 'win']",0.6034038720026729,0.7272727272727273,0.8333333333333334,"[0.11787, 0.11787, 0.11787, 0.08253, 0.08253, 0.08253, 0.04707, 0.08693, 0.08693, 0.08693, 0.08693, 0.01227, 0.01227, 0.01227, 0.11413]","[(None, 47, None, 12, None), (None, None, 46, 12, None), (None, None, None, 13, None), 'win']",0.6014686180024,0.7272727272727273,0.8333333333333334
"[(55, 47, 54, 13, 10), 2, (55, 55, 46, 13, 10), 2, (55, 55, 46, 13, 10), 2, (55, 55, 54, 13, 10), 2, (47, 55, 46, 12, 10), 2, (55, 47, 46, 13, 10), 2, (55, 55, 54, 13, 10), 2, (47, 55, 46, 12, 10), 2, (47, 47, 54, 12, 10), 2, (47, 47, 46, 12, 10), 2, (55, 47, 46, 13, 10), 2, (55, 55, 46, 13, 10), 2, (63, 55, 46, 14, 10)]","[0.13413, 0.13413, 0.13413, 0.13413, 0.08693, 0.13413, 0.13413, 0.08693, 0.08693, 0.08693, 0.01227, 0.01227, 0.11413, 0.11413]","[(None, None, None, 13, None), (None, None, None, 13, None), (None, None, None, 13, None), 'win']",0.5454895490001945,0.7272727272727273,1.0,"[0.1104, 0.1104, 0.1104, 0.1104, 0.0448, 0.1104, 0.13413, 0.08693, 0.08693, 0.08693, 0.01227, 0.01227, 0.11413, 0.11413]","[(None, 55, None, 13, None), (None, 55, None, 13, None), (None, None, None, 13, None), 'win']",0.4081175909996091,0.7272727272727273,0.8333333333333334,"[0.1104, 0.1104, 0.1104, 0.1104, 0.0448, 0.1104, 0.13413, 0.08693, 0.08693, 0.08693, 0.01227, 0.01227, 0.11413, 0.11413]","[(None, 55, None, 13, None), (None, 55, None, 13, None), (None, None, None, 13, None), 'win']",0.37983700599943404,0.7272727272727273,0.8333333333333334
"[(47, 47, 46, 12, 10), 2, (47, 47, 46, 12, 10), 2, (47, 47, 54, 12, 10), 2, (47, 47, 46, 12, 10), 2, (47, 47, 46, 12, 10), 2, (55, 47, 54, 13, 10), 2, (55, 55, 46, 13, 10), 2, (55, 55, 46, 13, 10), 2, (55, 55, 54, 13, 10), 2, (47, 55, 54, 12, 10), 1, (47, 47, 46, 12, 10), 2, (55, 47, 46, 13, 10), 2, (63, 55, 46, 14, 10)]","[0.08253, 0.04213, 0.04213, 0.04213, 0.04213, 0.0184, 0.0184, 0.0184, 0.0184, 0.11413, 0.17653, 0.01227, 0.11413]","[(None, None, 46, 12, None), (None, 47, None, 13, None), (47, 55, 54, None, None), 'win']",0.3907250589982141,0.7272727272727273,0.6666666666666666,"[0.08253, 0.04213, 0.04213, 0.04213, 0.04213, 0.0184, 0.0184, 0.0184, 0.0184, 0.11413, 0.17653, 0.01227, 0.11413]","[(None, None, 46, 12, None), (None, 47, None, 13, None), (47, 55, 54, None, None), 'win']",0.4131833669998741,0.7272727272727273,0.6666666666666666,"[0.08253, 0.04213, 0.04213, 0.04213, 0.04213, 0.0184, 0.0184, 0.0184, 0.0184, 0.11413, 0.17653, 0.01227, 0.11413]","[(None, None, 46, 12, None), (None, 47, None, 13, None), (47, 55, 54, None, None), 'win']",0.39483205000215094,0.7272727272727273,0.6666666666666666
"[(7, 6, 29, 7, 10), 1, (6, 7, 29, 6, 10), 2, (7, 6, 29, 7, 10), 1, (15, 7, 29, 8, 10), 1, (23, 15, 29, 9, 10), 1, (31, 23, 46, 10, 10), 1, (31, 31, 29, 10, 10), 1, (39, 31, 29, 11, 10), 2, (39, 39, 29, 11, 10), 1, (47, 39, 46, 12, 10), 2, (47, 47, 54, 12, 10), 2, (55, 47, 46, 13, 10), 2, (63, 55, 46, 14, 10)]","[-0.0432, 0.0432, -0.0432, -0.056, 0.0432, -0.00747, -0.00747, 0.01507, 0.03573, 0.10187, 0.08693, 0.08693, 0.04, 0.01227, 0.01227, 0.11413]","[(None, 15, None, 9, None), (None, 39, 29, 11, None), (None, None, None, 13, None), 'win']",0.7279795270005707,0.7272727272727273,0.75,"[-0.0432, 0.0432, -0.0432, -0.056, 0.0432, -0.00747, -0.00747, 0.01507, 0.03573, 0.10187, 0.08693, 0.08693, 0.04, 0.01227, 0.01227, 0.11413]","[(None, 15, None, 9, None), (None, 39, 29, 11, None), (None, None, None, 13, None), 'win']",0.735745224999846,0.7272727272727273,0.75,"[-0.0432, 0.0432, -0.0432, -0.056, 0.0432, -0.00747, -0.00747, 0.01507, 0.03573, 0.10187, 0.08693, 0.08693, 0.04, 0.01227, 0.01227, 0.11413]","[(None, 15, None, 9, None), (None, 39, 29, 11, None), (None, None, None, 13, None), 'win']",0.7573999679989356,0.7272727272727273,0.75
"[(39, 39, 29, 11, 10), 1, (47, 39, 46, 12, 10), 2, (47, 47, 46, 12, 10), 2, (47, 47, 46, 12, 10), 2, (47, 47, 54, 12, 10), 2, (47, 47, 54, 12, 10), 2, (47, 47, 54, 12, 10), 2, (47, 47, 46, 12, 10), 2, (39, 47, 46, 11, 10), 1, (47, 39, 46, 12, 10), 2, (55, 47, 46, 13, 10), 2, (55, 55, 46, 13, 10), 2, (63, 55, 46, 14, 10)]","[0.09867, 0.11787, 0.11787, 0.11787, 0.03893, 0.03893, 0.03893, 0.03893, 0.08693, 0.08693, 0.10187, 0.08693, 0.04, 0.01227, 0.11413, 0.11413]","[(None, 47, None, 12, None), (39, 47, None, None, None), (None, None, None, 13, None), 'win']",0.5527476639981614,0.7272727272727273,0.8333333333333334,"[0.09867, 0.11787, 0.11787, 0.11787, 0.03893, 0.03893, 0.03893, 0.03893, 0.08693, 0.08693, 0.10187, 0.08693, 0.04, 0.01227, 0.11413, 0.11413]","[(None, 47, None, 12, None), (39, 47, None, None, None), (None, None, None, 13, None), 'win']",0.5809956350021821,0.7272727272727273,0.8333333333333334,"[0.09867, 0.11787, 0.11787, 0.11787, 0.03893, 0.03893, 0.03893, 0.03893, 0.08693, 0.08693, 0.10187, 0.08693, 0.04, 0.01227, 0.11413, 0.11413]","[(None, 47, None, 12, None), (39, 47, None, None, None), (None, None, None, 13, None), 'win']",0.5792403990017192,0.7272727272727273,0.8333333333333334
"[(55, 55, 46, 13, 10), 2, (47, 55, 46, 12, 10), 2, (47, 47, 54, 12, 10), 2, (47, 47, 46, 12, 10), 2, (47, 47, 54, 12, 10), 2, (47, 47, 54, 12, 10), 2, (47, 47, 54, 12, 10), 2, (47, 47, 54, 12, 10), 2, (55, 47, 54, 13, 10), 2, (55, 55, 46, 13, 10), 2, (55, 55, 54, 13, 10), 2, (55, 55, 46, 13, 10), 2, (63, 55, 54, 14, 10)]","[0.03067, 0.11787, 0.11787, 0.11787, 0.08693, 0.08693, 0.08693, 0.08693, 0.11413, 0.11413, 0.11413, 0.11413]","[(None, 47, None, 12, None), (None, None, None, 13, None), 'win']",0.36694942300164257,0.8181818181818181,0.875,"[0.03067, 0.11787, 0.11787, 0.11787, 0.08693, 0.08693, 0.08693, 0.08693, 0.11413, 0.11413, 0.11413, 0.11413]","[(None, 47, None, 12, None), (None, None, None, 13, None), 'win']",0.3773531480001111,0.8181818181818181,0.875,"[0.03067, 0.11787, 0.11787, 0.11787, 0.08693, 0.08693, 0.08693, 0.08693, 0.11413, 0.11413, 0.11413, 0.11413]","[(None, 47, None, 12, None), (None, None, None, 13, None), 'win']",0.3822357440003543,0.8181818181818181,0.875
