History,delta = 0.7,,time (delta = 0.7),action sparsity (delta = 0.7),mean predicate sparsity (delta = 0.7),delta = 0.8,,time (delta = 0.8),action sparsity (delta = 0.8),mean predicate sparsity (delta = 0.8),delta = 1.0,,time (delta = 1.0),action sparsity (delta = 1.0),mean predicate sparsity (delta = 1.0)
"[(39, 31, 29, 11, 10), 2, (39, 39, 29, 11, 10), 1, (47, 39, 54, 12, 10), 2, (55, 47, 46, 13, 10), 2, (55, 55, 46, 13, 10), 2, (47, 55, 54, 12, 10), 1, (55, 47, 54, 13, 10), 2, (55, 55, 54, 13, 10), 2, (47, 55, 46, 12, 10), 2, (47, 47, 54, 12, 10), 2, (55, 47, 46, 13, 10), 2, (47, 55, 54, 12, 10), 1, (46, 47, 46, 11, 10)]","[0.10907, 0.09413, 0.09413, 0.16507, -0.264, -0.264, -0.264, -0.07387, -0.264, -0.264, -0.31493, 0.00747, 0.00747, -0.31493, -0.33387, -0.33387, -0.3256, -0.05333]","[(None, None, None, 12, None), (None, None, None, 12, None), (None, None, None, 12, None), (None, 55, 54, 12, None), 'holes']",1.1830032310026581,0.6363636363636364,0.875,"[0.0128, 0.064, 0.0448, 0.1104, 0.03467, -0.03693, 0.03467, 0.03467, -0.31493, 0.00747, 0.00747, -0.31493, -0.33387, -0.33387, -0.3256, -0.05333]","[(None, 55, None, 13, None), (None, None, 46, 12, None), (None, 55, 54, 12, None), 'holes']",0.8463045970020175,0.7272727272727273,0.6666666666666666,"[0.0128, 0.064, 0.0448, 0.1104, 0.03467, -0.03693, 0.03467, 0.03467, -0.31493, 0.00747, 0.00747, -0.31493, -0.33387, -0.33387, -0.3256, -0.05333]","[(None, 55, None, 13, None), (None, None, 46, 12, None), (None, 55, 54, 12, None), 'holes']",0.8857291569984227,0.7272727272727273,0.6666666666666666
"[(39, 31, 29, 11, 10), 2, (47, 39, 54, 12, 10), 2, (47, 47, 46, 12, 10), 2, (47, 47, 54, 12, 10), 2, (47, 47, 46, 12, 10), 2, (55, 47, 46, 13, 10), 2, (55, 55, 54, 13, 10), 2, (55, 55, 54, 13, 10), 2, (55, 55, 54, 13, 10), 2, (55, 55, 46, 13, 10), 2, (55, 55, 54, 13, 10), 2, (47, 55, 54, 12, 10), 1, (46, 47, 46, 11, 10)]","[0.03387, 0.04213, 0.04213, 0.04213, 0.04213, 0.0448, 0.0448, 0.1104, 0.1104, -0.31493, -0.31493, -0.31493, -0.31493, -0.3256, -0.3256, -0.3256, -0.05333]","[(None, 39, None, 12, None), (None, 47, None, 13, None), (None, 55, None, 13, None), (None, 55, 54, 12, None), 'holes']",0.8217765740009781,0.6363636363636364,0.6875,"[0.03387, 0.04213, 0.04213, 0.04213, 0.04213, 0.0448, 0.0448, 0.1104, 0.1104, -0.31493, -0.31493, -0.31493, -0.31493, -0.3256, -0.3256, -0.3256, -0.05333]","[(None, 39, None, 12, None), (None, 47, None, 13, None), (None, 55, None, 13, None), (None, 55, 54, 12, None), 'holes']",0.8026599020013236,0.6363636363636364,0.6875,"[0.03387, 0.04213, 0.04213, 0.04213, 0.04213, 0.0448, 0.0448, 0.1104, 0.1104, -0.31493, -0.31493, -0.31493, -0.31493, -0.3256, -0.3256, -0.3256, -0.05333]","[(None, 39, None, 12, None), (None, 47, None, 13, None), (None, 55, None, 13, None), (None, 55, 54, 12, None), 'holes']",0.8477386500017019,0.6363636363636364,0.6875
"[(31, 39, 46, 10, 10), 1, (39, 31, 29, 11, 10), 2, (31, 39, 46, 10, 10), 1, (30, 31, 46, 9, 10), 2, (31, 30, 46, 10, 10), 1, (39, 31, 29, 11, 10), 2, (47, 39, 54, 12, 10), 2, (55, 47, 54, 13, 10), 2, (47, 55, 46, 12, 10), 2, (39, 47, 46, 11, 10), 1, (38, 39, 46, 10, 10), 3, (37, 38, 35, 9, 10), 2, (29, 37, 29, 8, 10)]","[-0.09467, -0.0212, -0.09467, 0.07013, 0.032, 0.16, 0.11733, -0.13467, -0.00173, -0.306, 0.012, -0.306, -0.33387, 0.0004, -0.34427, -0.09333]","[(31, None, None, None, None), (None, 47, None, None, None), (None, None, 46, 11, None), 'holes']",1.9433029389983858,0.7272727272727273,0.9166666666666666,"[-0.016, -0.13227, -0.016, -0.00853, -0.01707, 0.15947, -0.01707, 0.11733, -0.13467, 0.07067, -0.13467, -0.33387, 0.0004, -0.34427, -0.09333]","[(None, None, None, 9, None), (None, None, None, 11, None), (None, 47, None, None, None), 'holes']",1.6727485199990042,0.7272727272727273,1.0,"[-0.016, -0.13227, -0.016, -0.00147, -0.00853, 0.08027, -0.00853, 0.11733, -0.13467, 0.07067, -0.13467, -0.33387, 0.0004, -0.34427, -0.09333]","[(None, None, None, 9, None), (None, None, 29, 11, None), (None, 47, None, None, None), 'holes']",1.6439304579980671,0.7272727272727273,0.9166666666666666
"[(47, 47, 54, 12, 10), 2, (47, 47, 46, 12, 10), 2, (47, 47, 54, 12, 10), 2, (39, 47, 29, 11, 10), 1, (38, 39, 46, 10, 10), 3, (37, 38, 29, 9, 10), 1, (45, 37, 52, 10, 10), 0, (44, 45, 42, 9, 10), 2, (45, 44, 52, 10, 10), 0, (44, 45, 52, 9, 10), 2, (45, 44, 46, 10, 10), 0, (44, 45, 42, 9, 10), 2, (52, 44, 52, 10, 10)]","[-0.16747, 0.00347, 0.00347, -0.00427, -0.00053, 0.0768, 0.0, 0.06293, 0.0, -0.22173, -0.07653, -0.22173, -0.07653]","[(None, None, 46, None, None), (37, None, None, None, None), (None, 45, 52, None, None), 'holes']",1.0342088719989988,0.7272727272727273,0.9166666666666666,"[0.08253, 0.00347, 0.00347, -0.00427, -0.00053, 0.0768, 0.0, 0.06293, 0.0, -0.22173, -0.07653, -0.22173, -0.07653]","[(None, None, 46, 12, None), (37, None, None, None, None), (None, 45, 52, None, None), 'holes']",1.0096781730026123,0.7272727272727273,0.8333333333333334,"[0.08253, 0.00173, 0.00173, -0.00213, -0.00027, 0.0768, 0.0, 0.06293, 0.0, -0.22173, -0.07653, -0.22173, -0.07653]","[(None, None, 46, 12, None), (37, None, 29, None, None), (None, 45, 52, None, None), 'holes']",0.9603620440029772,0.7272727272727273,0.75
"[(31, 39, 46, 10, 10), 1, (39, 31, 46, 11, 10), 2, (39, 39, 29, 11, 10), 1, (47, 39, 54, 12, 10), 2, (47, 47, 46, 12, 10), 2, (39, 47, 46, 11, 10), 1, (38, 39, 46, 10, 10), 3, (37, 38, 29, 9, 10), 1, (45, 37, 46, 10, 10), 0, (37, 45, 35, 9, 10), 1, (45, 37, 46, 10, 10), 0, (44, 45, 42, 9, 10), 2, (52, 44, 52, 10, 10)]","[0.016, 0.08, -0.112, 0.00347, 0.00347, -0.00427, -0.00053, 0.0576, 0.0, 0.0576, 0.0, -0.22173, -0.24587, -0.22173, -0.07653]","[(None, 39, None, None, None), (37, None, None, None, None), (None, 45, 42, None, None), 'holes']",1.0287844550002774,0.7272727272727273,0.9166666666666666,"[0.02773, 0.03387, -0.02587, 0.00347, 0.00347, -0.00427, -0.00053, 0.0576, 0.0, 0.0576, 0.0, -0.22173, -0.24587, -0.22173, -0.07653]","[(None, 39, None, 12, None), (37, None, None, None, None), (None, 45, 42, None, None), 'holes']",0.9814080629985256,0.7272727272727273,0.8333333333333334,"[0.02773, 0.03387, -0.02587, 0.00173, 0.00173, -0.00213, -0.00027, 0.0576, 0.0, 0.0576, 0.0, -0.22173, -0.24587, -0.22173, -0.07653]","[(None, 39, None, 12, None), (37, None, 29, None, None), (None, 45, 42, None, None), 'holes']",0.9490156620013295,0.7272727272727273,0.75
"[(47, 47, 54, 12, 10), 2, (47, 47, 46, 12, 10), 2, (47, 47, 54, 12, 10), 2, (47, 47, 46, 12, 10), 2, (47, 47, 46, 12, 10), 2, (39, 47, 29, 11, 10), 1, (38, 39, 46, 10, 10), 3, (37, 38, 29, 9, 10), 1, (45, 37, 52, 10, 10), 0, (44, 45, 52, 9, 10), 2, (45, 44, 52, 10, 10), 0, (44, 45, 52, 9, 10), 2, (52, 44, 52, 10, 10)]","[-0.16747, -0.16747, -0.16747, 0.00347, 0.00347, -0.00427, -0.00053, -0.00213, 0.0, 0.0768, 0.0, -0.22173, -0.07653, -0.22173, -0.07653]","[(None, None, 46, None, None), (37, None, None, None, None), (None, 45, 52, None, None), 'holes']",1.0835763760005648,0.7272727272727273,0.9166666666666666,"[0.08253, 0.08253, 0.08253, 0.00347, 0.00347, -0.00427, -0.00053, -0.00213, 0.0, 0.0768, 0.0, -0.22173, -0.07653, -0.22173, -0.07653]","[(None, None, 46, 12, None), (37, None, None, None, None), (None, 45, 52, None, None), 'holes']",1.0266489079986059,0.7272727272727273,0.8333333333333334,"[0.08253, 0.08253, 0.08253, 0.00173, 0.00173, -0.00213, -0.00027, -0.00213, 0.0, 0.0768, 0.0, -0.22173, -0.07653, -0.22173, -0.07653]","[(None, None, 46, 12, None), (37, None, 29, None, None), (None, 45, 52, None, None), 'holes']",1.0049027590030164,0.7272727272727273,0.75
"[(39, 39, 29, 11, 10), 1, (39, 39, 46, 11, 10), 2, (39, 39, 29, 11, 10), 1, (39, 39, 29, 11, 10), 1, (47, 39, 46, 12, 10), 2, (47, 47, 46, 12, 10), 2, (47, 47, 46, 12, 10), 2, (55, 47, 46, 13, 10), 2, (47, 55, 54, 12, 10), 1, (55, 47, 54, 13, 10), 2, (55, 55, 54, 13, 10), 2, (47, 55, 54, 12, 10), 1, (46, 47, 46, 11, 10)]","[0.09413, 0.10907, 0.09413, 0.09413, 0.00747, 0.00747, 0.00747, -0.31493, -0.05333, -0.3256, -0.3256, -0.05333]","[(None, None, None, 12, None), (None, 55, 54, 12, None), 'holes']",0.7878475850011455,0.8181818181818181,0.75,"[0.04707, 0.05453, 0.04707, 0.04707, 0.00747, 0.00747, 0.00747, -0.31493, -0.05333, -0.3256, -0.3256, -0.05333]","[(None, None, 46, 12, None), (None, 55, 54, 12, None), 'holes']",0.7642962719983188,0.8181818181818181,0.625,"[0.04707, 0.05453, 0.04707, 0.04707, 0.00747, 0.00747, 0.00747, -0.31493, -0.05333, -0.3256, -0.3256, -0.05333]","[(None, None, 46, 12, None), (None, 55, 54, 12, None), 'holes']",0.7618644370013499,0.8181818181818181,0.625
"[(7, 6, 19, 7, 10), 1, (15, 7, 29, 8, 10), 1, (23, 15, 19, 9, 10), 1, (31, 23, 29, 10, 10), 1, (39, 31, 29, 11, 10), 2, (39, 39, 46, 11, 10), 2, (39, 39, 46, 11, 10), 2, (39, 39, 29, 11, 10), 1, (38, 39, 46, 10, 10), 3, (37, 38, 29, 9, 10), 1, (45, 37, 52, 10, 10), 0, (53, 45, 52, 11, 10), 1, (54, 53, 54, 12, 10)]","[0.168, 0.088, -0.03733, -0.068, 0.00213, 0.00213, 0.00213, -0.07573, -0.02133, -0.02133, -0.00427, -0.00053, -0.00107, 0.0, 0.0384, -0.33333, -0.34427, -0.24587, -0.22173, -0.16127]","[(None, 31, None, None, None), (None, None, None, 10, None), (37, None, None, None, None), (None, 45, None, 11, None), 'holes']",1.5088187949986605,0.6363636363636364,0.9375,"[0.1008, 0.0528, -0.0304, -0.0392, 0.08, 0.08, 0.08, -0.112, -0.02133, -0.02133, -0.00427, -0.00053, -0.00107, 0.0, 0.0384, -0.33333, -0.34427, -0.24587, -0.22173, -0.16127]","[(None, 31, None, 11, None), (None, 39, None, None, None), (37, None, None, None, None), (None, 45, None, 11, None), 'holes']",1.3630337889990187,0.6363636363636364,0.875,"[0.1008, 0.0528, -0.0304, -0.0392, 0.08, 0.08, 0.08, -0.112, -0.01067, -0.01067, -0.00213, -0.00027, -0.00107, 0.0, 0.0384, -0.33333, -0.34427, -0.24587, -0.22173, -0.16127]","[(None, 31, None, 11, None), (None, 39, None, None, None), (37, None, 29, None, None), (None, 45, None, 11, None), 'holes']",1.3018380440007604,0.6363636363636364,0.8125
"[(14, 6, 19, 7, 10), 2, (15, 14, 19, 8, 10), 1, (15, 15, 29, 8, 10), 1, (23, 15, 29, 9, 10), 1, (31, 23, 29, 10, 10), 1, (39, 31, 46, 11, 10), 2, (31, 39, 46, 10, 10), 1, (39, 31, 29, 11, 10), 2, (39, 39, 29, 11, 10), 1, (47, 39, 46, 12, 10), 2, (55, 47, 54, 13, 10), 2, (47, 55, 54, 12, 10), 1, (46, 47, 46, 11, 10)]","[-0.024, 0.088, 0.088, -0.03733, -0.068, -0.00747, 0.01507, -0.00747, 0.01507, 0.0004, -0.33387, -0.3256, -0.05333]","[(15, None, None, None, None), (None, 31, None, None, None), (None, 39, 29, 11, None), 'holes']",1.352552027998172,0.7272727272727273,0.8333333333333334,"[-0.024, 0.088, 0.088, -0.03733, -0.068, -0.00747, 0.01507, -0.00747, 0.01507, 0.0004, -0.33387, -0.3256, -0.05333]","[(15, None, None, None, None), (None, 31, None, None, None), (None, 39, 29, 11, None), 'holes']",1.3409969819986145,0.7272727272727273,0.8333333333333334,"[-0.024, 0.088, 0.088, -0.03733, -0.068, -0.00747, 0.01507, -0.00747, 0.01507, 0.0004, -0.33387, -0.3256, -0.05333]","[(15, None, None, None, None), (None, 31, None, None, None), (None, 39, 29, 11, None), 'holes']",1.3689877540018642,0.7272727272727273,0.8333333333333334
"[(31, 30, 46, 10, 10), 1, (39, 31, 46, 11, 10), 2, (31, 39, 46, 10, 10), 1, (39, 31, 46, 11, 10), 2, (39, 39, 29, 11, 10), 1, (47, 39, 46, 12, 10), 2, (47, 47, 54, 12, 10), 2, (47, 47, 46, 12, 10), 2, (39, 47, 29, 11, 10), 1, (47, 39, 54, 12, 10), 2, (55, 47, 54, 13, 10), 2, (47, 55, 54, 12, 10), 1, (46, 47, 46, 11, 10)]","[-0.00747, 0.01507, -0.00747, 0.01507, 0.17067, -0.13467, -0.13467, -0.13467, 0.0004, -0.33387, -0.3256, -0.05333]","[(None, 39, 29, 11, None), (None, 47, None, None, None), 'holes']",1.198715111000638,0.8181818181818181,0.75,"[-0.00747, 0.01507, -0.00747, 0.01507, 0.17067, -0.13467, -0.13467, -0.13467, 0.0004, -0.33387, -0.3256, -0.05333]","[(None, 39, 29, 11, None), (None, 47, None, None, None), 'holes']",1.1958833319986297,0.8181818181818181,0.75,"[-0.00747, 0.01507, -0.00747, 0.01507, 0.17067, -0.13467, -0.13467, -0.13467, 0.0004, -0.33387, -0.3256, -0.05333]","[(None, 39, 29, 11, None), (None, 47, None, None, None), 'holes']",1.2222118709978531,0.8181818181818181,0.75
"[(31, 30, 29, 10, 10), 2, (31, 31, 46, 10, 10), 1, (31, 31, 29, 10, 10), 1, (39, 31, 46, 11, 10), 2, (39, 39, 46, 11, 10), 2, (47, 39, 54, 12, 10), 2, (47, 47, 46, 12, 10), 2, (39, 47, 46, 11, 10), 1, (47, 39, 54, 12, 10), 2, (55, 47, 46, 13, 10), 2, (55, 55, 46, 13, 10), 2, (47, 55, 54, 12, 10), 1, (46, 47, 46, 11, 10)]","[0.0056, -0.0392, -0.0392, 0.02773, 0.02773, 0.03387, 0.03387, 0.02373, 0.02373, 0.03893, 0.03893, 0.01067, 0.00747, -0.31493, -0.31493, -0.33387, -0.3256, -0.3256, -0.05333]","[(None, 31, None, 11, None), (None, 39, None, 12, None), (39, 47, None, None, None), (None, 55, 54, 12, None), 'holes']",1.075554580998869,0.6363636363636364,0.6875,"[0.0056, -0.0392, -0.0392, 0.02773, 0.02773, 0.03387, 0.03387, 0.02373, 0.02373, 0.03893, 0.03893, 0.01067, 0.00747, -0.31493, -0.31493, -0.33387, -0.3256, -0.3256, -0.05333]","[(None, 31, None, 11, None), (None, 39, None, 12, None), (39, 47, None, None, None), (None, 55, 54, 12, None), 'holes']",1.0726003510026203,0.6363636363636364,0.6875,"[0.0056, -0.0392, -0.0392, 0.02773, 0.02773, 0.03387, 0.03387, 0.02373, 0.02373, 0.03893, 0.03893, 0.01067, 0.00747, -0.31493, -0.31493, -0.33387, -0.3256, -0.3256, -0.05333]","[(None, 31, None, 11, None), (None, 39, None, 12, None), (39, 47, None, None, None), (None, 55, 54, 12, None), 'holes']",1.0808786589986994,0.6363636363636364,0.6875
"[(47, 47, 46, 12, 10), 2, (39, 47, 29, 11, 10), 1, (47, 39, 46, 12, 10), 2, (39, 47, 46, 11, 10), 1, (47, 39, 46, 12, 10), 2, (47, 47, 54, 12, 10), 2, (47, 47, 54, 12, 10), 2, (47, 47, 54, 12, 10), 2, (47, 47, 46, 12, 10), 2, (47, 47, 54, 12, 10), 2, (55, 47, 54, 13, 10), 2, (47, 55, 54, 12, 10), 1, (46, 47, 46, 11, 10)]","[0.08253, 0.04707, 0.08253, 0.04707, 0.09867, 0.11787, 0.11787, 0.11787, 0.00747, 0.00747, 0.00747, -0.31493, -0.33387, -0.33387, -0.3256, -0.05333]","[(None, None, 46, 12, None), (None, 47, None, 12, None), (None, 55, 54, 12, None), 'holes']",0.9574030750009115,0.7272727272727273,0.6666666666666666,"[0.08253, 0.04707, 0.08253, 0.04707, 0.09867, 0.11787, 0.11787, 0.11787, 0.00747, 0.00747, 0.00747, -0.31493, -0.33387, -0.33387, -0.3256, -0.05333]","[(None, None, 46, 12, None), (None, 47, None, 12, None), (None, 55, 54, 12, None), 'holes']",0.9341964920022292,0.7272727272727273,0.6666666666666666,"[0.08253, 0.04707, 0.08253, 0.04707, 0.09867, 0.11787, 0.11787, 0.11787, 0.00747, 0.00747, 0.00747, -0.31493, -0.33387, -0.33387, -0.3256, -0.05333]","[(None, None, 46, 12, None), (None, 47, None, 12, None), (None, 55, 54, 12, None), 'holes']",0.9388503769987437,0.7272727272727273,0.6666666666666666
"[(37, 38, 29, 9, 10), 1, (45, 37, 52, 10, 10), 0, (53, 45, 54, 11, 10), 1, (61, 53, 52, 12, 10), 1, (61, 61, 52, 12, 10), 2, (61, 61, 52, 12, 10), 2, (62, 61, 46, 13, 10), 1, (62, 62, 54, 13, 10), 1, (62, 62, 54, 13, 10), 1, (62, 62, 54, 13, 10), 1, (61, 62, 52, 12, 10), 1, (60, 61, 59, 11, 10), 1, (59, 60, 59, 10, 10)]","[0.0192, 0.0, 0.0064, -0.0056, -0.0248, -0.0248, 0.03147, 0.03147, 0.03147, 0.03147, -0.33527, -0.33527, -0.1322, -0.26567]","[(None, 45, 54, None, None), (None, 61, 46, None, None), (None, None, 52, 12, None), 'holes']",0.9570328559966583,0.7272727272727273,0.75,"[0.0192, 0.0, 0.0064, -0.0056, -0.0248, -0.0248, 0.03147, 0.03147, 0.03147, 0.03147, -0.33527, -0.33527, -0.1322, -0.26567]","[(None, 45, 54, None, None), (None, 61, 46, None, None), (None, None, 52, 12, None), 'holes']",0.9700513809984841,0.7272727272727273,0.75,"[0.0192, 0.0, 0.0064, -0.0056, -0.0248, -0.0248, 0.03147, 0.03147, 0.03147, 0.03147, -0.33527, -0.33527, -0.1322, -0.26567]","[(None, 45, 54, None, None), (None, 61, 46, None, None), (None, None, 52, 12, None), 'holes']",0.9637468649998482,0.7272727272727273,0.75
"[(55, 47, 46, 13, 10), 2, (55, 55, 54, 13, 10), 2, (47, 55, 46, 12, 10), 2, (47, 47, 46, 12, 10), 2, (47, 47, 46, 12, 10), 2, (47, 47, 54, 12, 10), 2, (47, 47, 54, 12, 10), 2, (47, 47, 46, 12, 10), 2, (55, 47, 54, 13, 10), 2, (55, 55, 46, 13, 10), 2, (55, 55, 46, 13, 10), 2, (47, 55, 54, 12, 10), 1, (46, 47, 46, 11, 10)]","[-0.264, -0.264, 0.16507, 0.16507, 0.16507, 0.16507, 0.16507, 0.00747, -0.31493, -0.31493, -0.31493, -0.3256, -0.3256, -0.3256, -0.05333]","[(None, None, None, 12, None), (None, None, None, 12, None), (None, 55, 54, 12, None), 'holes']",0.8907569240000157,0.7272727272727273,0.8333333333333334,"[0.03467, 0.03467, 0.08253, 0.08253, 0.08253, 0.08253, 0.08253, 0.00747, -0.31493, -0.31493, -0.31493, -0.3256, -0.3256, -0.3256, -0.05333]","[(None, None, 46, 12, None), (None, None, 46, 12, None), (None, 55, 54, 12, None), 'holes']",0.841292215998692,0.7272727272727273,0.6666666666666666,"[0.03467, 0.03467, 0.08253, 0.08253, 0.08253, 0.08253, 0.08253, 0.00747, -0.31493, -0.31493, -0.31493, -0.3256, -0.3256, -0.3256, -0.05333]","[(None, None, 46, 12, None), (None, None, 46, 12, None), (None, 55, 54, 12, None), 'holes']",0.8437957960013591,0.7272727272727273,0.6666666666666666
"[(30, 31, 46, 9, 10), 2, (38, 30, 29, 10, 10), 3, (37, 38, 29, 9, 10), 1, (36, 37, 35, 8, 10), 2, (37, 36, 35, 9, 10), 1, (45, 37, 52, 10, 10), 0, (37, 45, 35, 9, 10), 1, (38, 37, 46, 10, 10), 3, (37, 38, 29, 9, 10), 1, (36, 37, 52, 8, 10), 2, (44, 36, 52, 9, 10), 3, (43, 44, 35, 8, 10), 2, (35, 43, 35, 7, 10)]","[-0.00107, 0.0, 0.0448, 0.0, 0.0712, 0.0, 0.0712, -0.00053, -0.24587, -0.30147, -0.33467, -0.38053]","[(None, 36, None, 9, None), (37, None, None, None, None), 'holes']",1.2408973989986407,0.8181818181818181,0.875,"[-0.00107, 0.0, 0.0448, 0.0, 0.0712, 0.0, 0.0712, -0.00053, -0.24587, -0.30147, -0.33467, -0.38053]","[(None, 36, None, 9, None), (37, None, None, None, None), 'holes']",1.238557167002,0.8181818181818181,0.875,"[-0.00107, 0.0, 0.0448, 0.0, 0.0712, 0.0, 0.0712, -0.00053, -0.24587, -0.30147, -0.33467, -0.38053]","[(None, 36, None, 9, None), (37, None, None, None, None), 'holes']",1.2389446970009885,0.8181818181818181,0.875
"[(47, 55, 54, 12, 10), 1, (55, 47, 46, 13, 10), 2, (55, 55, 46, 13, 10), 2, (55, 55, 54, 13, 10), 2, (55, 55, 46, 13, 10), 2, (55, 55, 46, 13, 10), 2, (55, 55, 46, 13, 10), 2, (55, 55, 54, 13, 10), 2, (47, 55, 54, 12, 10), 1, (55, 47, 54, 13, 10), 2, (55, 55, 46, 13, 10), 2, (47, 55, 54, 12, 10), 1, (46, 47, 46, 11, 10)]","[0.0896, 0.1104, 0.1104, 0.1104, -0.31493, -0.31493, -0.31493, -0.31493, -0.05333, -0.3256, -0.3256, -0.05333]","[(None, 55, None, 13, None), (None, 55, 54, 12, None), 'holes']",0.5863003170015872,0.8181818181818181,0.625,"[0.0896, 0.1104, 0.1104, 0.1104, -0.31493, -0.31493, -0.31493, -0.31493, -0.05333, -0.3256, -0.3256, -0.05333]","[(None, 55, None, 13, None), (None, 55, 54, 12, None), 'holes']",0.5920179370004917,0.8181818181818181,0.625,"[0.0896, 0.1104, 0.1104, 0.1104, -0.31493, -0.31493, -0.31493, -0.31493, -0.05333, -0.3256, -0.3256, -0.05333]","[(None, 55, None, 13, None), (None, 55, 54, 12, None), 'holes']",0.5884190920005494,0.8181818181818181,0.625
"[(4, 4, 19, 4, 10), 2, (5, 4, 19, 5, 10), 2, (6, 5, 19, 6, 10), 2, (7, 6, 29, 7, 10), 1, (15, 7, 29, 8, 10), 1, (23, 15, 29, 9, 10), 1, (31, 23, 29, 10, 10), 1, (30, 31, 46, 9, 10), 2, (38, 30, 29, 10, 10), 3, (37, 38, 29, 9, 10), 1, (45, 37, 46, 10, 10), 0, (44, 45, 52, 9, 10), 2, (52, 44, 52, 10, 10)]","[-0.0128, -0.06093, 0.0816, -0.0192, -0.0672, -0.056, 0.00267, 0.00507, -0.004, -0.00053, -0.00213, 0.0, 0.0768, 0.0, -0.34427, -0.24587, -0.22173, -0.07653]","[(None, None, None, 6, None), (None, 23, None, 10, None), (37, None, None, None, None), (None, 45, 52, None, None), 'holes']",1.4650336929989862,0.6363636363636364,0.875,"[-0.0128, -0.06093, 0.0816, -0.0192, -0.0672, -0.056, 0.00267, 0.00507, -0.004, -0.00053, -0.00213, 0.0, 0.0768, 0.0, -0.34427, -0.24587, -0.22173, -0.07653]","[(None, None, None, 6, None), (None, 23, None, 10, None), (37, None, None, None, None), (None, 45, 52, None, None), 'holes']",1.4655853730000672,0.6363636363636364,0.875,"[-0.06827, -0.06187, 0.0816, -0.0192, -0.0672, -0.056, 0.00133, 0.00253, -0.002, -0.00027, -0.00213, 0.0, 0.0768, 0.0, -0.34427, -0.24587, -0.22173, -0.07653]","[(None, 5, None, 6, None), (None, 23, None, 10, None), (37, None, 29, None, None), (None, 45, 52, None, None), 'holes']",1.364013906000764,0.6363636363636364,0.75
"[(47, 39, 54, 12, 10), 2, (39, 47, 46, 11, 10), 1, (47, 39, 46, 12, 10), 2, (47, 47, 54, 12, 10), 2, (47, 47, 54, 12, 10), 2, (55, 47, 54, 13, 10), 2, (55, 55, 46, 13, 10), 2, (55, 55, 46, 13, 10), 2, (55, 55, 54, 13, 10), 2, (47, 55, 46, 12, 10), 2, (55, 47, 46, 13, 10), 2, (47, 55, 54, 12, 10), 1, (46, 47, 46, 11, 10)]","[0.16507, 0.09413, 0.11747, 0.13213, 0.13213, 0.13213, -0.264, -0.264, -0.264, -0.264, -0.31493, -0.31493, 0.00747, -0.31493, -0.3256, -0.33387, -0.3256, -0.05333]","[(None, None, None, 12, None), (None, None, 54, None, None), (None, None, None, 12, None), (None, 55, 54, 12, None), 'holes']",1.0681281790020876,0.6363636363636364,0.875,"[-0.29467, 0.17067, -0.13467, -0.13467, -0.13467, 0.03467, 0.03467, 0.03467, 0.03467, -0.31493, -0.31493, 0.00747, -0.31493, -0.3256, -0.33387, -0.3256, -0.05333]","[(None, 47, None, 11, None), (None, 47, None, None, None), (None, None, 46, 12, None), (None, 55, 54, 12, None), 'holes']",0.9401943199991365,0.6363636363636364,0.75,"[0.08253, 0.04707, 0.03787, 0.04213, 0.04213, 0.04213, 0.03467, 0.03467, 0.03467, 0.03467, -0.31493, -0.31493, 0.00747, -0.31493, -0.3256, -0.33387, -0.3256, -0.05333]","[(None, None, 46, 12, None), (None, 47, None, 13, None), (None, None, 46, 12, None), (None, 55, 54, 12, None), 'holes']",0.9916530979971867,0.6363636363636364,0.6875
"[(45, 37, 46, 10, 10), 0, (37, 45, 29, 9, 10), 1, (45, 37, 46, 10, 10), 0, (44, 45, 42, 9, 10), 2, (45, 44, 46, 10, 10), 0, (44, 45, 42, 9, 10), 2, (45, 44, 46, 10, 10), 0, (44, 45, 42, 9, 10), 2, (45, 44, 52, 10, 10), 0, (37, 45, 35, 9, 10), 1, (45, 37, 46, 10, 10), 0, (53, 45, 54, 11, 10), 1, (52, 53, 52, 10, 10)]","[0.0, 0.1536, 0.0, 0.12587, 0.0, 0.01573, 0.0, 0.01573, 0.0, 0.01853, -0.0016, 0.022, -0.0016, -0.22173, -0.24587, -0.22173, -0.16127]","[(None, 45, 29, None, None), (None, 45, None, 9, None), (None, 45, 35, None, None), (None, None, 54, 11, None), 'holes']",1.1642844170019089,0.6363636363636364,0.75,"[0.0, 0.1536, 0.0, 0.12587, 0.0, 0.01573, 0.0, 0.01573, 0.0, 0.01853, -0.0016, 0.022, -0.0016, -0.22173, -0.24587, -0.22173, -0.16127]","[(None, 45, 29, None, None), (None, 45, None, 9, None), (None, 45, 35, None, None), (None, None, 54, 11, None), 'holes']",1.1695700919990486,0.6363636363636364,0.75,"[0.0, 0.1536, 0.0, 0.12587, 0.0, 0.01573, 0.0, 0.01573, 0.0, 0.01853, -0.0016, 0.022, -0.0016, -0.22173, -0.24587, -0.22173, -0.16127]","[(None, 45, 29, None, None), (None, 45, None, 9, None), (None, 45, 35, None, None), (None, None, 54, 11, None), 'holes']",1.1630971570011752,0.6363636363636364,0.75
